"# ndo-LPSCl1.6 n5fu (Nd@P control, frozen-4f) DOS/PDOS (states/eV), gap=2.1616 eV, Gaussian sigma=0.15 eV, EF=0, bonding=below 0"
E_minus_EF_eV,DOS_total,DOS_S,DOS_P,DOS_Cl,DOS_Li,DOS_O,DOS_Nd
-4.577,13.3666,1.9411,0.1478,5.2412,2.1967,3.6788,0.0152
-4.567,14.0644,2.0309,0.1528,5.5873,2.3147,3.8095,0.0177
-4.557,14.7702,2.1211,0.1580,5.9456,2.4341,3.9341,0.0206
-4.547,15.4830,2.2113,0.1632,6.3160,2.5549,4.0517,0.0238
-4.537,16.2016,2.3013,0.1684,6.6986,2.6767,4.1620,0.0275
-4.527,16.9242,2.3905,0.1736,7.0931,2.7994,4.2641,0.0317
-4.517,17.6509,2.4791,0.1788,7.4996,2.9228,4.3577,0.0365
-4.507,18.3812,2.5669,0.1839,7.9187,3.0469,4.4424,0.0419
-4.497,19.1143,2.6535,0.1889,8.3502,3.1715,4.5179,0.0480
-4.487,19.8496,2.7388,0.1937,8.7941,3.2965,4.5837,0.0549
-4.477,20.5875,2.8229,0.1983,9.2509,3.4218,4.6399,0.0625
-4.467,21.3282,2.9056,0.2026,9.7210,3.5476,4.6861,0.0710
-4.457,22.0721,2.9870,0.2068,10.2047,3.6738,4.7225,0.0804
-4.447,22.8199,3.0671,0.2107,10.7024,3.8005,4.7491,0.0908
-4.437,23.5723,3.1460,0.2144,11.2148,3.9277,4.7659,0.1023
-4.427,24.3303,3.2237,0.2179,11.7422,4.0555,4.7732,0.1148
-4.417,25.0946,3.3004,0.2211,12.2851,4.1841,4.7712,0.1285
-4.407,25.8668,3.3762,0.2240,12.8440,4.3136,4.7601,0.1435
-4.397,26.6482,3.4512,0.2268,13.4196,4.4442,4.7405,0.1596
-4.387,27.4400,3.5257,0.2293,14.0124,4.5760,4.7127,0.1770
-4.377,28.2439,3.5999,0.2316,14.6230,4.7092,4.6773,0.1957
-4.367,29.0603,3.6738,0.2337,15.2512,4.8439,4.6346,0.2157
-4.357,29.8909,3.7477,0.2356,15.8975,4.9802,4.5854,0.2370
-4.347,30.7363,3.8218,0.2374,16.5619,5.1183,4.5302,0.2595
-4.337,31.5974,3.8961,0.2390,17.2442,5.2582,4.4697,0.2834
-4.327,32.4747,3.9709,0.2405,17.9441,5.3999,4.4046,0.3084
-4.317,33.3686,4.0464,0.2419,18.6611,5.5434,4.3354,0.3346
-4.307,34.2790,4.1225,0.2432,19.3945,5.6887,4.2631,0.3618
-4.297,35.2058,4.1994,0.2445,20.1434,5.8358,4.1882,0.3901
-4.287,36.1481,4.2770,0.2458,20.9064,5.9843,4.1115,0.4193
-4.277,37.1046,4.3555,0.2470,21.6821,6.1340,4.0337,0.4492
-4.267,38.0740,4.4347,0.2483,22.4685,6.2848,3.9555,0.4798
-4.257,39.0541,4.5145,0.2496,23.2636,6.4361,3.8777,0.5109
-4.247,40.0426,4.5948,0.2509,24.0650,6.5875,3.8008,0.5423
-4.237,41.0370,4.6755,0.2523,24.8703,6.7387,3.7255,0.5739
-4.227,42.0339,4.7562,0.2537,25.6764,6.8890,3.6525,0.6055
-4.217,43.0298,4.8368,0.2553,26.4804,7.0377,3.5824,0.6369
-4.207,44.0210,4.9170,0.2569,27.2789,7.1844,3.5156,0.6679
-4.197,45.0035,4.9965,0.2586,28.0688,7.3282,3.4527,0.6984
-4.187,45.9727,5.0749,0.2604,28.8462,7.4684,3.3941,0.7281
-4.177,46.9242,5.1518,0.2622,29.6076,7.6043,3.3404,0.7568
-4.167,47.8535,5.2269,0.2641,30.3495,7.7351,3.2918,0.7843
-4.157,48.7560,5.2998,0.2661,31.0682,7.8600,3.2487,0.8105
-4.147,49.6273,5.3701,0.2681,31.7602,7.9785,3.2115,0.8352
-4.137,50.4635,5.4377,0.2702,32.4226,8.0897,3.1803,0.8583
-4.127,51.2588,5.5018,0.2723,33.0511,8.1928,3.1553,0.8794
-4.117,52.0108,5.5624,0.2744,33.6436,8.2874,3.1367,0.8986
-4.107,52.7149,5.6191,0.2764,34.1969,8.3728,3.1246,0.9157
-4.097,53.3672,5.6716,0.2785,34.7080,8.4485,3.1190,0.9306
-4.087,53.9653,5.7197,0.2805,35.1750,8.5139,3.1199,0.9432
-4.077,54.5062,5.7633,0.2824,35.5959,8.5688,3.1273,0.9535
-4.067,54.9880,5.8021,0.2842,35.9691,8.6128,3.1411,0.9614
-4.057,55.4087,5.8360,0.2859,36.2935,8.6458,3.1611,0.9669
-4.047,55.7670,5.8649,0.2876,36.5680,8.6675,3.1872,0.9700
-4.037,56.0625,5.8890,0.2891,36.7924,8.6781,3.2191,0.9707
-4.027,56.2950,5.9081,0.2904,36.9668,8.6775,3.2566,0.9691
-4.017,56.4647,5.9225,0.2916,37.0913,8.6658,3.2993,0.9653
-4.007,56.5724,5.9321,0.2927,37.1668,8.6434,3.3470,0.9593
-3.997,56.6192,5.9371,0.2936,37.1942,8.6105,3.3991,0.9512
-3.987,56.6068,5.9378,0.2943,37.1751,8.5674,3.4552,0.9411
-3.977,56.5369,5.9342,0.2948,37.1110,8.5147,3.5149,0.9293
-3.967,56.4126,5.9266,0.2952,37.0042,8.4528,3.5777,0.9157
-3.957,56.2361,5.9153,0.2954,36.8569,8.3824,3.6431,0.9007
-3.947,56.0107,5.9006,0.2954,36.6716,8.3039,3.7105,0.8842
-3.937,55.7394,5.8827,0.2953,36.4510,8.2181,3.7794,0.8666
-3.927,55.4256,5.8619,0.2950,36.1979,8.1255,3.8493,0.8479
-3.917,55.0728,5.8386,0.2946,35.9152,8.0269,3.9195,0.8284
-3.907,54.6846,5.8128,0.2940,35.6059,7.9230,3.9895,0.8081
-3.897,54.2646,5.7851,0.2933,35.2732,7.8143,4.0588,0.7874
-3.887,53.8167,5.7556,0.2925,34.9201,7.7017,4.1269,0.7662
-3.877,53.3446,5.7246,0.2916,34.5498,7.5857,4.1933,0.7448
-3.867,52.8519,5.6925,0.2906,34.1652,7.4670,4.2575,0.7233
-3.857,52.3421,5.6594,0.2895,33.7694,7.3462,4.3191,0.7019
-3.847,51.8187,5.6256,0.2884,33.3651,7.2239,4.3778,0.6806
-3.837,51.2858,5.5916,0.2872,32.9554,7.1008,4.4333,0.6596
-3.827,50.7456,5.5573,0.2860,32.5425,6.9772,4.4854,0.6390
-3.817,50.2020,5.5232,0.2848,32.1291,6.8537,4.5338,0.6189
-3.807,49.6578,5.4893,0.2836,31.7176,6.7307,4.5785,0.5993
-3.797,49.1158,5.4560,0.2823,31.3100,6.6087,4.6194,0.5804
-3.787,48.5786,5.4234,0.2812,30.9083,6.4880,4.6566,0.5622
-3.777,48.0491,5.3919,0.2800,30.5144,6.3690,4.6900,0.5447
-3.767,47.5296,5.3616,0.2789,30.1299,6.2521,4.7201,0.5280
-3.757,47.0226,5.3328,0.2780,29.7563,6.1375,4.7470,0.5121
-3.747,46.5294,5.3055,0.2771,29.3947,6.0254,4.7708,0.4970
-3.737,46.0518,5.2800,0.2763,29.0460,5.9159,4.7920,0.4827
-3.727,45.5912,5.2565,0.2756,28.7110,5.8093,4.8107,0.4693
-3.717,45.1488,5.2349,0.2750,28.3903,5.7057,4.8274,0.4567
-3.707,44.7257,5.2156,0.2746,28.0843,5.6052,4.8424,0.4448
-3.697,44.3227,5.1985,0.2743,27.7932,5.5079,4.8562,0.4338
-3.687,43.9401,5.1838,0.2742,27.5169,5.4138,4.8691,0.4234
-3.677,43.5776,5.1714,0.2742,27.2549,5.3228,4.8814,0.4137
-3.667,43.2349,5.1613,0.2744,27.0068,5.2349,4.8934,0.4047
-3.657,42.9114,5.1535,0.2747,26.7719,5.1501,4.9054,0.3962
-3.647,42.6061,5.1480,0.2751,26.5491,5.0681,4.9175,0.3883
-3.637,42.3178,5.1445,0.2757,26.3374,4.9890,4.9300,0.3808
-3.627,42.0446,5.1430,0.2764,26.1353,4.9124,4.9429,0.3738
-3.617,41.7853,5.1433,0.2772,25.9418,4.8382,4.9563,0.3671
-3.607,41.5374,5.1453,0.2781,25.7550,4.7663,4.9702,0.3606
-3.597,41.2987,5.1486,0.2791,25.5734,4.6963,4.9845,0.3544
-3.587,41.0668,5.1532,0.2802,25.3952,4.6280,4.9990,0.3483
-3.577,40.8386,5.1587,0.2813,25.2184,4.5612,5.0134,0.3423
-3.567,40.6119,5.1648,0.2824,25.0414,4.4956,5.0274,0.3364
-3.557,40.3837,5.1714,0.2835,24.8623,4.4309,5.0409,0.3304
-3.547,40.1515,5.1783,0.2846,24.6793,4.3670,5.0533,0.3244
-3.537,39.9130,5.1853,0.2856,24.4910,4.3035,5.0643,0.3184
-3.527,39.6652,5.1922,0.2866,24.2955,4.2403,5.0735,0.3122
-3.517,39.4054,5.1987,0.2875,24.0910,4.1770,5.0804,0.3059
-3.507,39.1316,5.2048,0.2883,23.8763,4.1135,5.0845,0.2995
-3.497,38.8429,5.2105,0.2890,23.6508,4.0498,5.0854,0.2930
-3.487,38.5364,5.2157,0.2895,23.4126,3.9856,5.0828,0.2863
-3.477,38.2117,5.2206,0.2898,23.1614,3.9209,5.0762,0.2795
-3.467,37.8684,5.2253,0.2900,22.8968,3.8558,5.0653,0.2727
-3.457,37.5047,5.2298,0.2899,22.6177,3.7901,5.0498,0.2659
-3.447,37.1215,5.2343,0.2897,22.3246,3.7240,5.0295,0.2591
-3.437,36.7180,5.2390,0.2893,22.0170,3.6574,5.0041,0.2523
-3.427,36.2946,5.2443,0.2887,21.6946,3.5904,4.9735,0.2457
-3.417,35.8532,5.2506,0.2878,21.3586,3.5234,4.9377,0.2393
-3.407,35.3939,5.2582,0.2868,21.0087,3.4565,4.8966,0.2332
-3.397,34.9183,5.2676,0.2855,20.6457,3.3897,4.8504,0.2275
-3.387,34.4279,5.2791,0.2841,20.2701,3.3235,4.7992,0.2222
-3.377,33.9243,5.2934,0.2824,19.8825,3.2580,4.7431,0.2174
-3.367,33.4100,5.3108,0.2806,19.4842,3.1935,4.6823,0.2133
-3.357,32.8867,5.3320,0.2786,19.0759,3.1305,4.6172,0.2099
-3.347,32.3569,5.3576,0.2764,18.6583,3.0691,4.5481,0.2072
-3.337,31.8224,5.3880,0.2740,18.2322,3.0096,4.4753,0.2055
-3.327,31.2858,5.4240,0.2716,17.7986,2.9525,4.3992,0.2048
-3.317,30.7498,5.4661,0.2689,17.3587,2.8981,4.3202,0.2052
-3.307,30.2160,5.5148,0.2662,16.9131,2.8466,4.2387,0.2067
-3.297,29.6868,5.5706,0.2634,16.4625,2.7984,4.1551,0.2095
-3.287,29.1649,5.6344,0.2605,16.0081,2.7537,4.0699,0.2136
-3.277,28.6534,5.7071,0.2575,15.5509,2.7132,3.9834,0.2192
-3.267,28.1536,5.7888,0.2544,15.0916,2.6768,3.8961,0.2262
-3.257,27.6678,5.8801,0.2513,14.6310,2.6450,3.8083,0.2349
-3.247,27.1981,5.9816,0.2481,14.1700,2.6179,3.7204,0.2452
-3.237,26.7470,6.0940,0.2450,13.7096,2.5959,3.6327,0.2572
-3.227,26.3166,6.2180,0.2418,13.2506,2.5793,3.5454,0.2709
-3.217,25.9088,6.3540,0.2386,12.7940,2.5683,3.4590,0.2865
-3.207,25.5254,6.5021,0.2355,12.3408,2.5629,3.3736,0.3039
-3.197,25.1689,6.6636,0.2324,11.8920,2.5636,3.2895,0.3233
-3.187,24.8401,6.8381,0.2293,11.4483,2.5702,3.2068,0.3445
-3.177,24.5406,7.0260,0.2263,11.0107,2.5830,3.1258,0.3676
-3.167,24.2722,7.2278,0.2234,10.5803,2.6020,3.0464,0.3927
-3.157,24.0367,7.4436,0.2205,10.1584,2.6273,2.9688,0.4196
-3.147,23.8346,7.6734,0.2177,9.7457,2.6588,2.8932,0.4484
-3.137,23.6667,7.9169,0.2151,9.3433,2.6966,2.8195,0.4790
-3.127,23.5341,8.1744,0.2125,8.9522,2.7405,2.7478,0.5114
-3.117,23.4371,8.4454,0.2100,8.5732,2.7903,2.6780,0.5454
-3.107,23.3758,8.7296,0.2077,8.2071,2.8459,2.6102,0.5811
-3.097,23.3500,9.0266,0.2055,7.8546,2.9070,2.5444,0.6182
-3.087,23.3593,9.3356,0.2034,7.5164,2.9733,2.4803,0.6568
-3.077,23.4034,9.6561,0.2015,7.1932,3.0446,2.4181,0.6965
-3.067,23.4813,9.9873,0.1997,6.8854,3.1204,2.3576,0.7374
-3.057,23.5923,10.3285,0.1980,6.5936,3.2004,2.2989,0.7793
-3.047,23.7345,10.6785,0.1965,6.3179,3.2841,2.2417,0.8220
-3.037,23.9067,11.0364,0.1950,6.0585,3.3711,2.1860,0.8653
-3.027,24.1074,11.4014,0.1937,5.8155,3.4609,2.1317,0.9091
-3.017,24.3349,11.7725,0.1925,5.5889,3.5531,2.0788,0.9533
-3.007,24.5875,12.1487,0.1914,5.3787,3.6473,2.0272,0.9976
-2.997,24.8631,12.5290,0.1905,5.1845,3.7428,1.9768,1.0419
-2.987,25.1601,12.9126,0.1896,5.0061,3.8394,1.9276,1.0861
-2.977,25.4764,13.2986,0.1888,4.8433,3.9365,1.8795,1.1299
-2.967,25.8106,13.6863,0.1881,4.6955,4.0338,1.8324,1.1733
-2.957,26.1607,14.0750,0.1874,4.5623,4.1308,1.7865,1.2161
-2.947,26.5253,14.4642,0.1869,4.4431,4.2273,1.7415,1.2581
-2.937,26.9031,14.8536,0.1864,4.3373,4.3230,1.6976,1.2994
-2.927,27.2920,15.2425,0.1859,4.2441,4.4174,1.6547,1.3396
-2.917,27.6922,15.6308,0.1855,4.1637,4.5105,1.6129,1.3789
-2.907,28.1011,16.0182,0.1852,4.0947,4.6020,1.5721,1.4170
-2.897,28.5189,16.4049,0.1849,4.0368,4.6917,1.5326,1.4540
-2.887,28.9453,16.7908,0.1846,3.9899,4.7796,1.4942,1.4897
-2.877,29.3792,17.1760,0.1844,3.9528,4.8657,1.4570,1.5241
-2.867,29.8204,17.5608,0.1843,3.9253,4.9497,1.4212,1.5572
-2.857,30.2681,17.9452,0.1842,3.9065,5.0317,1.3867,1.5890
-2.847,30.7220,18.3292,0.1842,3.8961,5.1117,1.3537,1.6194
-2.837,31.1820,18.7130,0.1842,3.8936,5.1896,1.3221,1.6484
-2.827,31.6474,19.0968,0.1843,3.8982,5.2654,1.2920,1.6760
-2.817,32.1179,19.4807,0.1844,3.9095,5.3392,1.2635,1.7022
-2.807,32.5934,19.8646,0.1846,3.9270,5.4110,1.2366,1.7271
-2.797,33.0730,20.2486,0.1848,3.9503,5.4807,1.2113,1.7506
-2.787,33.5560,20.6322,0.1852,3.9787,5.5484,1.1877,1.7728
-2.777,34.0413,21.0152,0.1855,4.0117,5.6141,1.1658,1.7935
-2.767,34.5280,21.3969,0.1859,4.0488,5.6776,1.1455,1.8130
-2.757,35.0150,21.7770,0.1864,4.0894,5.7389,1.1269,1.8310
-2.747,35.5007,22.1548,0.1870,4.1329,5.7980,1.1099,1.8478
-2.737,35.9838,22.5294,0.1875,4.1787,5.8548,1.0945,1.8632
-2.727,36.4627,22.8999,0.1881,4.2264,5.9092,1.0807,1.8773
-2.717,36.9356,23.2656,0.1888,4.2753,5.9611,1.0683,1.8901
-2.707,37.4004,23.6248,0.1894,4.3248,6.0103,1.0573,1.9017
-2.697,37.8551,23.9767,0.1901,4.3744,6.0567,1.0476,1.9119
-2.687,38.2977,24.3200,0.1907,4.4233,6.1001,1.0391,1.9209
-2.677,38.7261,24.6535,0.1914,4.4711,6.1406,1.0318,1.9287
-2.667,39.1383,24.9759,0.1920,4.5172,6.1778,1.0256,1.9352
-2.657,39.5324,25.2862,0.1926,4.5610,6.2117,1.0202,1.9406
-2.647,39.9067,25.5830,0.1931,4.6022,6.2422,1.0158,1.9447
-2.637,40.2591,25.8654,0.1936,4.6402,6.2692,1.0121,1.9478
-2.627,40.5881,26.1324,0.1940,4.6744,6.2927,1.0090,1.9498
-2.617,40.8925,26.3829,0.1943,4.7048,6.3125,1.0065,1.9507
-2.607,41.1706,26.6160,0.1945,4.7309,6.3287,1.0044,1.9506
-2.597,41.4213,26.8311,0.1946,4.7523,6.3411,1.0027,1.9496
-2.587,41.6442,27.0277,0.1946,4.7690,6.3500,1.0013,1.9477
-2.577,41.8384,27.2054,0.1944,4.7807,6.3552,1.0001,1.9450
-2.567,42.0032,27.3637,0.1942,4.7871,6.3568,0.9990,1.9414
-2.557,42.1389,27.5026,0.1938,4.7884,6.3549,0.9979,1.9372
-2.547,42.2455,27.6222,0.1932,4.7846,6.3496,0.9968,1.9324
-2.537,42.3238,27.7228,0.1925,4.7756,6.3412,0.9956,1.9270
-2.527,42.3738,27.8046,0.1916,4.7617,6.3296,0.9943,1.9212
-2.517,42.3965,27.8680,0.1906,4.7429,6.3151,0.9927,1.9149
-2.507,42.3930,27.9137,0.1895,4.7194,6.2979,0.9910,1.9082
-2.497,42.3647,27.9426,0.1881,4.6915,6.2782,0.9891,1.9013
-2.487,42.3125,27.9551,0.1867,4.6595,6.2560,0.9869,1.8942
-2.477,42.2383,27.9525,0.1851,4.6237,6.2317,0.9844,1.8870
-2.467,42.1439,27.9360,0.1833,4.5845,6.2056,0.9817,1.8796
-2.457,42.0311,27.9067,0.1815,4.5422,6.1777,0.9788,1.8722
-2.447,41.9019,27.8656,0.1795,4.4972,6.1483,0.9756,1.8649
-2.437,41.7582,27.8143,0.1774,4.4499,6.1177,0.9723,1.8576
-2.427,41.6024,27.7543,0.1752,4.4007,6.0861,0.9688,1.8504
-2.417,41.4367,27.6869,0.1729,4.3501,6.0536,0.9653,1.8434
-2.407,41.2631,27.6134,0.1705,4.2985,6.0205,0.9618,1.8366
-2.397,41.0837,27.5355,0.1681,4.2461,5.9870,0.9583,1.8299
-2.387,40.9012,27.4547,0.1657,4.1936,5.9533,0.9549,1.8235
-2.377,40.7175,27.3724,0.1632,4.1411,5.9195,0.9517,1.8174
-2.367,40.5349,27.2903,0.1607,4.0891,5.8859,0.9489,1.8115
-2.357,40.3556,27.2097,0.1582,4.0379,5.8526,0.9465,1.8059
-2.347,40.1816,27.1322,0.1558,3.9878,5.8197,0.9446,1.8005
-2.337,40.0149,27.0592,0.1533,3.9392,5.7874,0.9433,1.7955
-2.327,39.8577,26.9921,0.1510,3.8923,5.7558,0.9427,1.7907
-2.317,39.7115,26.9321,0.1487,3.8473,5.7251,0.9429,1.7863
-2.307,39.5781,26.8805,0.1465,3.8045,5.6953,0.9440,1.7821
-2.297,39.4595,26.8387,0.1444,3.7640,5.6667,0.9462,1.7782
-2.287,39.3567,26.8076,0.1424,3.7260,5.6391,0.9494,1.7747
-2.277,39.2714,26.7882,0.1406,3.6907,5.6129,0.9538,1.7714
-2.267,39.2045,26.7815,0.1388,3.6581,5.5879,0.9595,1.7685
-2.257,39.1571,26.7881,0.1373,3.6283,5.5643,0.9665,1.7658
-2.247,39.1301,26.8089,0.1359,3.6013,5.5421,0.9748,1.7636
-2.237,39.1252,26.8451,0.1346,3.5773,5.5215,0.9845,1.7617
-2.227,39.1412,26.8958,0.1335,3.5562,5.5024,0.9956,1.7601
-2.217,39.1789,26.9618,0.1326,3.5378,5.4848,1.0080,1.7590
-2.207,39.2385,27.0432,0.1318,3.5223,5.4687,1.0218,1.7582
-2.197,39.3199,27.1402,0.1311,3.5094,5.4542,1.0368,1.7579
-2.187,39.4229,27.2525,0.1307,3.4991,5.4413,1.0531,1.7581
-2.177,39.5469,27.3799,0.1303,3.4913,5.4299,1.0704,1.7587
-2.167,39.6912,27.5220,0.1301,3.4858,5.4200,1.0888,1.7597
-2.157,39.8553,27.6784,0.1301,3.4824,5.4116,1.1081,1.7614
-2.147,40.0380,27.8485,0.1301,3.4810,5.4048,1.1281,1.7635
-2.137,40.2381,28.0314,0.1302,3.4813,5.3993,1.1487,1.7662
-2.127,40.4543,28.2265,0.1305,3.4831,5.3952,1.1696,1.7695
-2.117,40.6854,28.4327,0.1307,3.4863,5.3924,1.1908,1.7733
-2.107,40.9300,28.6494,0.1311,3.4905,5.3908,1.2120,1.7777
-2.097,41.1867,28.8755,0.1314,3.4956,5.3906,1.2329,1.7827
-2.087,41.4536,29.1099,0.1318,3.5012,5.3914,1.2535,1.7883
-2.077,41.7291,29.3515,0.1322,3.5072,5.3933,1.2735,1.7944
-2.067,42.0112,29.5990,0.1326,3.5132,5.3962,1.2926,1.8010
-2.057,42.2989,29.8519,0.1329,3.5191,5.4000,1.3108,1.8082
-2.047,42.5908,30.1090,0.1332,3.5246,5.4046,1.3277,1.8158
-2.037,42.8848,30.3692,0.1334,3.5294,5.4101,1.3433,1.8239
-2.027,43.1794,30.6313,0.1336,3.5334,5.4163,1.3574,1.8324
-2.017,43.4730,30.8944,0.1337,3.5362,5.4230,1.3698,1.8412
-2.007,43.7646,31.1579,0.1337,3.5378,5.4303,1.3805,1.8503
-1.997,44.0531,31.4210,0.1336,3.5380,5.4381,1.3892,1.8597
-1.987,44.3364,31.6822,0.1334,3.5365,5.4463,1.3960,1.8691
-1.977,44.6143,31.9416,0.1331,3.5332,5.4548,1.4007,1.8787
-1.967,44.8862,32.1987,0.1327,3.5281,5.4636,1.4035,1.8883
-1.957,45.1501,32.4521,0.1322,3.5209,5.4726,1.4041,1.8978
-1.947,45.4060,32.7018,0.1316,3.5116,5.4818,1.4026,1.9071
-1.937,45.6530,32.9473,0.1309,3.5002,5.4909,1.3992,1.9162
-1.927,45.8911,33.1884,0.1302,3.4866,5.5002,1.3937,1.9249
-1.917,46.1192,33.4244,0.1293,3.4706,5.5093,1.3864,1.9333
-1.907,46.3372,33.6551,0.1284,3.4525,5.5183,1.3772,1.9412
-1.897,46.5448,33.8804,0.1274,3.4321,5.5271,1.3662,1.9486
-1.887,46.7416,34.0998,0.1264,3.4094,5.5356,1.3536,1.9553
-1.877,46.9278,34.3134,0.1254,3.3846,5.5437,1.3395,1.9613
-1.867,47.1032,34.5209,0.1243,3.3577,5.5515,1.3240,1.9666
-1.857,47.2677,34.7222,0.1232,3.3287,5.5588,1.3072,1.9711
-1.847,47.4213,34.9173,0.1221,3.2978,5.5655,1.2893,1.9748
-1.837,47.5643,35.1061,0.1210,3.2650,5.5715,1.2704,1.9776
-1.827,47.6965,35.2882,0.1199,3.2306,5.5769,1.2506,1.9794
-1.817,47.8176,35.4636,0.1189,3.1945,5.5814,1.2300,1.9804
-1.807,47.9279,35.6321,0.1179,3.1569,5.5851,1.2088,1.9803
-1.797,48.0274,35.7936,0.1169,3.1179,5.5877,1.1870,1.9793
-1.787,48.1161,35.9480,0.1159,3.0777,5.5893,1.1648,1.9773
-1.777,48.1942,36.0952,0.1150,3.0365,5.5897,1.1423,1.9743
-1.767,48.2619,36.2353,0.1142,2.9944,5.5889,1.1196,1.9704
-1.757,48.3193,36.3681,0.1134,2.9516,5.5868,1.0968,1.9656
-1.747,48.3666,36.4936,0.1126,2.9081,5.5833,1.0738,1.9599
-1.737,48.4038,36.6117,0.1119,2.8642,5.5783,1.0509,1.9533
-1.727,48.4314,36.7226,0.1112,2.8201,5.5719,1.0281,1.9459
-1.717,48.4499,36.8265,0.1106,2.7758,5.5639,1.0054,1.9378
-1.707,48.4595,36.9235,0.1100,2.7317,5.5544,0.9829,1.9290
-1.697,48.4608,37.0137,0.1095,2.6877,5.5433,0.9606,1.9195
-1.687,48.4542,37.0975,0.1089,2.6442,5.5306,0.9385,1.9095
-1.677,48.4404,37.1752,0.1084,2.6011,5.5164,0.9167,1.8990
-1.667,48.4197,37.2471,0.1079,2.5587,5.5006,0.8953,1.8881
-1.657,48.3929,37.3135,0.1075,2.5171,5.4833,0.8741,1.8768
-1.647,48.3611,37.3752,0.1070,2.4764,5.4645,0.8533,1.8652
-1.637,48.3252,37.4327,0.1065,2.4368,5.4444,0.8329,1.8535
-1.627,48.2859,37.4868,0.1060,2.3984,5.4230,0.8128,1.8416
-1.617,48.2439,37.5377,0.1056,2.3612,5.4003,0.7931,1.8296
-1.607,48.1998,37.5859,0.1051,2.3253,5.3766,0.7738,1.8176
-1.597,48.1544,37.6319,0.1046,2.2908,5.3518,0.7549,1.8057
-1.587,48.1084,37.6763,0.1041,2.2577,5.3261,0.7363,1.7938
-1.577,48.0629,37.7198,0.1035,2.2262,5.2997,0.7181,1.7821
-1.567,48.0183,37.7628,0.1030,2.1961,5.2726,0.7002,1.7706
-1.557,47.9749,37.8054,0.1024,2.1676,5.2450,0.6828,1.7592
-1.547,47.9329,37.8478,0.1018,2.1405,5.2169,0.6656,1.7481
-1.537,47.8925,37.8901,0.1012,2.1150,5.1885,0.6489,1.7371
-1.527,47.8537,37.9324,0.1005,2.0908,5.1597,0.6324,1.7263
-1.517,47.8160,37.9742,0.0999,2.0680,5.1306,0.6163,1.7157
-1.507,47.7790,38.0152,0.0992,2.0465,5.1014,0.6006,1.7052
-1.497,47.7427,38.0554,0.0984,2.0261,5.0720,0.5851,1.6949
-1.487,47.7055,38.0935,0.0977,2.0069,5.0424,0.5699,1.6845
-1.477,47.6667,38.1290,0.0969,1.9886,5.0126,0.5550,1.6742
-1.467,47.6249,38.1608,0.0961,1.9712,4.9826,0.5404,1.6637
-1.457,47.5790,38.1879,0.0953,1.9544,4.9522,0.5261,1.6531
-1.447,47.5274,38.2093,0.0945,1.9382,4.9215,0.5120,1.6424
-1.437,47.4685,38.2234,0.0936,1.9225,4.8903,0.4982,1.6313
-1.427,47.4008,38.2294,0.0927,1.9070,4.8585,0.4847,1.6199
-1.417,47.3224,38.2255,0.0918,1.8915,4.8260,0.4713,1.6080
-1.407,47.2321,38.2108,0.0908,1.8761,4.7928,0.4582,1.5957
-1.397,47.1282,38.1840,0.0898,1.8606,4.7586,0.4453,1.5828
-1.387,47.0089,38.1437,0.0888,1.8448,4.7234,0.4326,1.5693
-1.377,46.8728,38.0886,0.0878,1.8285,4.6870,0.4202,1.5552
-1.367,46.7186,38.0180,0.0867,1.8117,4.6494,0.4079,1.5404
-1.357,46.5456,37.9310,0.0856,1.7943,4.6104,0.3958,1.5249
-1.347,46.3525,37.8269,0.0845,1.7763,4.5699,0.3839,1.5087
-1.337,46.1389,37.7050,0.0834,1.7574,4.5280,0.3723,1.4918
-1.327,45.9041,37.5651,0.0822,1.7377,4.4845,0.3607,1.4742
-1.317,45.6484,37.4072,0.0810,1.7172,4.4394,0.3494,1.4559
-1.307,45.3719,37.2315,0.0799,1.6958,4.3928,0.3383,1.4370
-1.297,45.0747,37.0380,0.0787,1.6735,4.3447,0.3274,1.4174
-1.287,44.7574,36.8274,0.0775,1.6502,4.2951,0.3166,1.3973
-1.277,44.4215,36.6006,0.0763,1.6262,4.2442,0.3061,1.3767
-1.267,44.0678,36.3584,0.0751,1.6013,4.1919,0.2957,1.3557
-1.257,43.6975,36.1018,0.0739,1.5757,4.1385,0.2855,1.3344
-1.247,43.3122,35.8321,0.0727,1.5493,4.0840,0.2756,1.3127
-1.237,42.9138,35.5507,0.0716,1.5224,4.0286,0.2658,1.2909
-1.227,42.5040,35.2592,0.0705,1.4948,3.9725,0.2562,1.2690
-1.217,42.0848,34.9591,0.0694,1.4668,3.9158,0.2469,1.2470
-1.207,41.6582,34.6520,0.0683,1.4384,3.8588,0.2378,1.2251
-1.197,41.2264,34.3398,0.0673,1.4097,3.8016,0.2289,1.2033
-1.187,40.7914,34.0240,0.0663,1.3809,3.7445,0.2202,1.1817
-1.177,40.3549,33.7060,0.0654,1.3519,3.6875,0.2117,1.1604
-1.167,39.9191,33.3877,0.0645,1.3230,3.6308,0.2035,1.1394
-1.157,39.4858,33.0705,0.0637,1.2942,3.5747,0.1956,1.1188
-1.147,39.0566,32.7558,0.0629,1.2656,3.5193,0.1879,1.0986
-1.137,38.6333,32.4448,0.0622,1.2374,3.4647,0.1804,1.0789
-1.127,38.2170,32.1387,0.0615,1.2094,3.4110,0.1732,1.0598
